"ref","1","2","3"
561,NA,NA,NA
250,0.591,0.885,0.921
995,0.824,0.372,0.989
1223,-0.173,0.632,0.526
1519,0.596,0.278,-0.008
1515,0.621,0.792,0.739
1154,0.717,0.316,-5.279
413,0.611,0.438,0.858
1510,0.528,0.218,0.769
582,0.712,0.406,-0.049
1598,NA,NA,NA
1284,0.357,0.408,0.163
72,0.697,0.719,0.971
339,0.895,NA,NA
135,NA,NA,NA
855,0.76,0.712,0.779
110,0.819,0.745,0.663
336,0.775,NA,NA
662,0.627,0.65,-0.032
1158,0.788,0.931,NA
383,NA,NA,NA
255,0.424,0.752,0.833
806,0.581,0.883,0.896
980,0.65,0.899,0.741
374,0.824,0.792,NA
1523,0.569,-0.029,0.068
598,0.498,0.722,0.929
1326,0.846,0.797,0.699
654,0.879,0.87,NA
366,0.672,0.978,NA
1356,0.555,0.856,0.572
379,NA,NA,NA
439,0.85,0.735,NA
369,0.832,0.863,0.831
1160,0.381,0.685,0.314
1447,0.735,0.88,NA
42,0.66,0.444,-1.832
146,0.859,0.762,NA
1069,0.681,0.847,0.267
69,0.869,NA,NA
417,0.773,NA,NA
1341,0.726,0.897,0.461
1337,-0.054,0.931,NA
511,0.686,0.697,-0.008
474,0.73,NA,NA
478,-0.269,0.729,0.76
262,0.67,0.836,0.96
1181,0.942,NA,NA
1259,0.833,NA,NA
662,0.627,0.65,-0.032
277,0.275,0.817,0.936
797,0.675,-2.138,NA
420,0.661,0.82,NA
865,0.152,0.3,0.817
1305,0.367,0.578,-1.312
111,0.403,-0.262,0.506
764,0.275,0.918,0.746
455,0.52,-0.295,0.388
789,-0.207,0.557,-1.321
448,0.654,0.897,NA
1241,0.919,NA,NA
465,0.907,NA,NA
975,0.734,NA,NA
348,0.741,0.579,0.699
817,0.456,NA,NA
1444,0.211,0.784,0.359
50,0.731,0.829,NA
1291,0.694,0.961,NA
1120,0.87,0.73,NA
1491,NA,NA,NA
1084,-0.652,0.668,0.012
1270,0.742,0.357,0.599
1434,-0.224,0.704,-0.173
288,0.441,0.879,0.644
1235,0.87,0.39,0.955
629,0.907,NA,NA
223,0.816,0.875,0.942
96,0.528,0.588,-1.988
1267,0.595,-0.573,0.3
782,0.867,0.728,NA
732,0.093,0.55,0.689
475,0.523,0.608,0.538
147,0.532,0.018,0.816
969,-0.255,0.737,0.839
321,NA,NA,NA
1098,0.079,0.505,0.601
19,0.79,0.143,0.659
796,0.651,0.872,0.694
348,0.741,0.579,0.699
1033,0.855,0.338,0.889
1430,0.223,0.914,0.833
156,0.641,0.873,0.825
953,0.777,NA,NA
511,0.686,0.697,-0.008
806,0.581,0.883,0.896
1591,NA,NA,NA
1173,0.797,0.605,0.911
794,0.608,0.084,0.873
189,0.7,0.781,0.79
480,0.451,-0.283,0.778
252,0.832,0.96,0.996
924,0.668,0.899,0.845
1079,0.713,0.615,0.582
317,0.524,NA,NA
457,0.626,0.861,0.804
735,0.743,0.924,0.826
1462,-0.57,0.571,-1.071
350,0.508,NA,NA
1116,0.69,0.827,0.787
736,0.669,0.659,0.893
274,0.474,0.721,NA
957,0.145,0.342,0.829
1507,0.875,0.781,NA
988,0.589,0.783,NA
1324,0.531,0.623,0.834
660,0.733,0.931,NA
29,0.904,NA,NA
1157,0.858,0.306,NA
439,0.85,0.735,NA
691,0.4,0.837,0.751
7,0.835,0.805,NA
903,-0.04,0.407,0.582
397,0.794,0.943,0.672
992,0.118,0.396,0.478
880,0.659,0.164,0.595
112,NA,NA,NA
397,0.794,0.943,0.672
1429,0.887,0.842,0.949
687,0.665,0.784,0.528
1257,0.704,0.408,-3.679
828,NA,NA,NA
252,0.832,0.96,0.996
1377,0.693,0.585,0.719
342,0.798,0.959,NA
1421,0.686,0.541,0.606
666,0.184,0.933,NA
1284,0.357,0.408,0.163
878,0.462,0.633,0.731
1006,0.946,NA,NA
1292,0.861,0.83,0.505
208,0.825,0.893,0.753
637,0.462,0.562,-0.218
1587,NA,NA,NA
1060,0.902,0.799,NA
407,0.836,0.742,NA
1382,0.852,0.754,0.467
354,0.644,NA,NA
204,0.374,0.733,0.847
360,-6.023,-1.024,-12.434
3,0.698,NA,NA
1215,0.374,-0.421,-1.067
1355,0.885,0.985,0.982
1515,0.621,0.792,0.739
816,0.423,0.537,-0.728
1582,NA,NA,NA
1053,0.811,0.205,0.952
1513,0.839,NA,NA
752,0.817,0.254,0.032
932,0.113,0.649,0.439
402,0.5,NA,NA
1013,-0.091,0.57,0.694
135,NA,NA,NA
275,0.215,0.417,0.953
327,-0.096,NA,NA
1593,NA,NA,NA
1499,0.286,0.411,0.181
409,0.526,-0.263,0.794
212,0.878,NA,NA
915,0.77,-0.013,0.737
65,0.636,0.862,0.811
815,0.904,-1.454,-0.144
180,NA,NA,NA
1335,0.494,-0.693,0.304
314,0.567,0.292,-0.627
180,NA,NA,NA
800,0.817,0.346,0.866
49,0.951,0.99,NA
422,0.779,0.953,NA
105,0.827,0.331,0.849
679,0.749,-0.565,0.96
400,0.913,NA,NA
1076,0.447,0.546,0.734
56,0.94,NA,NA
369,0.832,0.863,0.831
1519,0.596,0.278,-0.008
569,0.249,0.796,0.076
1031,0.585,0.814,0.806
70,0.864,0.844,NA
927,0.219,0.688,0.417
203,0.74,NA,NA
1212,0.553,-0.334,0.801
237,0.733,0.882,NA
902,0.389,0.671,0.297
286,0.614,0.632,0.789
941,0.74,0.513,0.871
646,0.691,0.754,0.69
22,0.849,NA,NA
212,0.878,NA,NA
1527,0.544,NA,NA
1172,0.819,0.838,0.94
641,0.789,0.76,NA
650,0.711,0.977,NA
975,0.734,NA,NA
464,0.62,0.778,0.305
1450,0.799,0.836,0.967
204,0.374,0.733,0.847
1586,NA,NA,NA
1236,0.324,0.641,-2.598
193,0.647,0.704,0.116
1245,0.817,0.752,0.757
538,0.603,0.989,NA
1426,0.49,0.775,0.811
295,0.879,NA,NA
684,0.442,0.803,0.895
1437,0.469,0.256,0.668
977,-1.432,-2.453,-2.79
536,0.771,0.326,0.585
55,0.558,0.867,0.677
92,0.561,0.792,0.832
777,0.821,0.881,NA
262,0.67,0.836,0.96
1111,0.499,0.255,0.458
331,-1.079,NA,NA
577,0.903,NA,NA
1108,0.57,0.733,0.505
376,NA,NA,NA
481,0.552,-1.36,0.741
1483,0.761,0.557,-2.024
929,0.21,0.453,0.674
1483,0.761,0.557,-2.024
624,0.631,-0.994,NA
1609,NA,NA,NA
1280,-0.089,0.268,0.533
103,0.463,0.688,0.849
685,0.814,0.797,0.934
1082,0.743,0.822,0.853
1393,0.639,0.294,0.371
1010,NA,NA,NA
589,-1.22,NA,NA
392,0.849,0.548,NA
807,0.894,0.75,0.981
708,-1.294,0.874,0.919
344,0.802,NA,NA
1148,0.476,0.594,0.852
679,0.749,-0.565,0.96
392,0.849,0.548,NA
1206,0.23,0.427,-0.805
681,0.841,0.985,NA
328,-1.824,NA,NA
580,0.784,0.884,NA
694,NA,NA,NA
22,0.849,NA,NA
1320,0.264,-0.143,-2.302
399,-0.109,0.426,-0.148
1589,NA,NA,NA
1567,0.869,NA,NA
448,0.654,0.897,NA
1589,NA,NA,NA
799,0.857,0.709,0.858
890,0.695,0.71,0.654
234,0.631,0.814,0.674
903,-0.04,0.407,0.582
1097,0.765,0.949,NA
709,0.813,NA,NA
1361,-0.026,0.834,0.746
6,-0.225,0.563,NA
1555,0.831,0.867,NA
917,0.908,NA,NA
864,-0.237,0.881,0.935
1183,0.418,-0.945,-0.828
1521,-0.059,0.576,-0.541
1406,0.924,0.971,NA
992,0.118,0.396,0.478
1492,0.645,0.839,0.508
387,0.877,0.976,NA
833,0.518,0.519,0.269
929,0.21,0.453,0.674
321,NA,NA,NA
308,0.768,0.862,0.634
507,0.739,NA,NA
1272,0.197,0.719,0.864
1299,-0.167,0.789,0.698
1607,NA,NA,NA
333,0.704,0.959,NA
843,0.058,0.186,0.714
436,0.217,0.126,0.242
471,0.213,0.348,0.49
643,0.901,NA,NA
967,0.466,NA,NA
1300,0.09,-0.324,0.475
814,0.661,0.722,0.648
970,-0.132,-3.24,-0.672
372,0.797,0.71,0.919
980,0.65,0.899,0.741
629,0.907,NA,NA
390,0.501,0.903,0.503
1478,0.399,-2.123,0.105
266,0.782,NA,NA
1247,0.753,0.977,NA
367,0.926,NA,NA
792,0.333,0.892,NA
422,0.779,0.953,NA
729,0.508,0.807,0.094
514,0.261,0.789,-0.902
369,0.832,0.863,0.831
651,0.713,0.554,0.498
811,0.061,0.507,0.465
519,0.599,0.564,0.384
1341,0.726,0.897,0.461
298,0.586,0.52,0.867
82,0.951,0.941,0.734
47,0.409,0.832,0.556
1558,0.629,0.855,0.91
5,0.879,0.984,NA
1399,0.89,0.666,0.962
1005,0.79,-0.113,0.545
1572,NA,NA,NA
636,0.356,0.15,0.821
1428,0.857,0.918,NA
552,-0.601,0.892,NA
679,0.749,-0.565,0.96
1578,NA,NA,NA
1370,0.648,0.651,0.351
106,0.795,0.836,NA
1083,0.376,0.61,0.84
1127,0.867,0.848,0.979
1560,0.114,0.771,-0.939
816,0.423,0.537,-0.728
251,0.555,0.599,NA
1306,0.367,0.79,0.16
1029,0.299,0.162,0.575
807,0.894,0.75,0.981
464,0.62,0.778,0.305
1494,-0.042,NA,NA
654,0.879,0.87,NA
412,0.799,0.855,0.729
614,0.654,0.478,-1.103
295,0.879,NA,NA
1219,0.759,0.782,0.679
1150,0.676,0.941,NA
470,0.33,0.761,0.777
336,0.775,NA,NA
1531,0.206,0.308,-1.814
827,0.613,0.118,-0.619
556,0.29,0.882,0.923
996,0.917,NA,NA
789,-0.207,0.557,-1.321
1126,0.72,0.703,0.869
186,0.794,0.865,0.21
540,0.527,0.617,0.919
973,0.846,0.943,NA
462,0.752,0.84,0.831
30,0.851,NA,NA
942,0.824,NA,NA
1509,0.613,NA,NA
480,0.451,-0.283,0.778
446,0.625,0.537,0.409
782,0.867,0.728,NA
871,0.761,-0.763,0.376
1329,0.759,0.935,NA
670,0.944,NA,NA
318,NA,NA,NA
1346,-0.184,0.59,0.743
935,0.55,0.807,0.884
1366,0.797,0.868,-0.79
1029,0.299,0.162,0.575
255,0.424,0.752,0.833
1170,0.432,0.664,-0.032
341,0.594,0.693,0.67
1103,-0.409,0.796,0.702
1080,0.756,NA,NA
159,NA,NA,NA
396,0.742,0.524,NA
501,0.935,NA,NA
